# Program:featureCounts v1.6.2; Command:"/scratch/Arun/Projects/example/subread-1.6.2-source/bin/featureCounts" "-t" "gene" "-a" "/scratch/Arun/Reference/Drosophila_melanogaster/Flybase/dmel-all-r6.28.gtf" "-Q" "10" "-o" "gene_count_mq10.txt" "-T" "15" "FatBody_Control_oil_16.out.bam" "FatBody_Control_oil_17.out.bam" "FatBody_Control_oil_22.out.bam" "FatBody_Control_oil_8.out.bam" "FatBody_Oil_oil_18.out.bam" "FatBody_Oil_oil_19.out.bam" "FatBody_Oil_oil_23.out.bam" "FatBody_Oil_oil_9.out.bam" "FatBody_WaspExtract_oil_20.out.bam" "FatBody_WaspExtract_oil_21.out.bam" "FatBody_WaspExtract_oil_24.out.bam" "FatBody_WaspExtract_oil_4.out.bam" "Hemocytes_Control_oil_10.out.bam" "Hemocytes_Control_oil_13.out.bam" "Hemocytes_Control_oil_1.out.bam" "Hemocytes_Control_oil_5.out.bam" "Hemocytes_Oil_oil_11.out.bam" "Hemocytes_Oil_oil_14.out.bam" "Hemocytes_Oil_oil_2.out.bam" "Hemocytes_Oil_oil_6.out.bam" "Hemocytes_WaspExtract_oil_12.out.bam" "Hemocytes_WaspExtract_oil_15.out.bam" "Hemocytes_WaspExtract_oil_3.out.bam" "Hemocytes_WaspExtract_oil_7.out.bam" 
Geneid	Chr	Start	End	Strand	Length	FatBody_Control_oil_16.out.bam	FatBody_Control_oil_17.out.bam	FatBody_Control_oil_22.out.bam	FatBody_Control_oil_8.out.bam	FatBody_Oil_oil_18.out.bam	FatBody_Oil_oil_19.out.bam	FatBody_Oil_oil_23.out.bam	FatBody_Oil_oil_9.out.bam	FatBody_WaspExtract_oil_20.out.bam	FatBody_WaspExtract_oil_21.out.bam	FatBody_WaspExtract_oil_24.out.bam	FatBody_WaspExtract_oil_4.out.bam	Hemocytes_Control_oil_10.out.bam	Hemocytes_Control_oil_13.out.bam	Hemocytes_Control_oil_1.out.bam	Hemocytes_Control_oil_5.out.bam	Hemocytes_Oil_oil_11.out.bam	Hemocytes_Oil_oil_14.out.bam	Hemocytes_Oil_oil_2.out.bam	Hemocytes_Oil_oil_6.out.bam	Hemocytes_WaspExtract_oil_12.out.bam	Hemocytes_WaspExtract_oil_15.out.bam	Hemocytes_WaspExtract_oil_3.out.bam	Hemocytes_WaspExtract_oil_7.out.bam
FBgn0003964	X	2038798	2042311	-	3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023545	X	2007911	2009364	-	1454	138	45	187	45	88	155	208	113	117	139	228	235	690	57	220	329	843	382	569	325	236	201	372	283
FBgn0023520	X	1937700	1940040	-	2341	44	14	75	19	35	36	62	52	19	46	48	89	164	12	46	80	178	105	108	108	67	53	119	109
FBgn0023512	X	1920166	1922874	-	2709	297	116	365	136	207	388	455	302	189	292	386	525	882	83	306	401	861	426	502	365	299	271	472	375
FBgn0023511	X	1903704	1908827	-	5124	400	126	530	201	252	439	452	381	260	416	616	669	1136	70	349	626	1529	658	945	659	571	437	864	898
FBgn0052801	X	1902082	1903177	-	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023518	X	1881313	1889950	-	8638	298	91	411	121	224	302	327	259	218	321	414	499	886	47	321	678	1610	747	929	681	661	454	823	805
FBgn0026088	X	1879019	1879774	-	756	78	21	158	58	56	88	114	94	68	111	102	152	533	159	176	188	575	246	369	218	193	203	265	200
FBgn0026089	X	1876294	1877270	-	977	156	58	145	103	117	173	199	150	85	128	190	299	592	112	180	198	391	194	331	214	179	173	274	243
FBgn0023517	X	1872400	1873565	-	1166	200	66	229	104	108	236	280	244	112	190	275	318	893	82	271	378	895	465	635	423	425	393	680	611
FBgn0023516	X	1866832	1869061	-	2230	763	278	1170	466	434	1002	955	588	566	864	1156	1052	939	59	475	270	582	241	287	568	146	138	207	189
FBgn0023515	X	1862009	1865835	-	3827	31	8	110	7	12	24	24	23	17	62	42	68	368	37	112	232	602	241	349	181	71	58	135	84
FBgn0028969	X	1859141	1861790	-	2650	1442	643	2127	587	1070	2174	2162	1427	1080	1646	2472	2428	4454	244	1360	1728	4052	1827	2489	1981	1740	1658	2688	2480
FBgn0026090	X	1857889	1858971	-	1083	102	37	166	43	67	141	129	115	91	119	177	229	558	58	150	206	579	349	407	334	377	326	487	537
FBgn0029590	X	1821469	1822381	-	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025624	X	2076966	2078455	+	1490	97	19	121	34	64	109	133	71	60	82	187	163	357	33	140	176	454	198	279	214	109	110	173	163
FBgn0040395	X	2080610	2093948	+	13339	345	101	631	188	215	578	384	214	225	386	526	496	1387	91	406	929	2464	1288	1570	1091	1459	1263	1886	1946
FBgn0000382	X	2094234	2115701	+	21468	204	80	427	96	127	257	284	156	192	321	378	395	756	51	229	568	1357	589	678	633	478	364	560	547
FBgn0023507	X	2141489	2144937	+	3449	3592	742	2389	1752	1753	3290	2923	2062	1742	2696	3195	4205	2989	910	1433	756	1470	533	914	974	175	228	373	230
FBgn0004654	X	2145136	2148566	+	3431	21727	3206	12025	12487	7661	10214	13664	10710	8023	10663	18534	33144	16920	486	9171	3918	8416	1999	5072	5911	1064	1254	1752	1532
FBgn0023540	X	2162196	2172281	+	10086	21	18	63	19	24	33	47	16	21	45	66	37	100	9	48	66	157	47	197	89	70	57	62	126
FBgn0025839	X	2172526	2173432	+	907	657	177	579	428	329	580	666	469	367	546	725	1022	1726	312	569	414	951	424	706	628	319	353	566	470
FBgn0011576	X	2176006	2178728	+	2723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0015036	X	2179007	2180998	+	1992	1	1	3	0	0	1	1	1	0	0	1	2	2	2	0	2	1	1	0	1	0	0	1	0
FBgn0003116	X	2181211	2182916	+	1706	49	19	121	17	45	75	69	51	53	72	107	109	181	11	53	98	219	84	107	98	72	65	117	89
FBgn0040899	X	2184725	2185258	+	534	141	51	149	104	68	123	168	128	88	98	185	218	462	104	176	152	343	163	315	166	129	125	228	182
FBgn0040900	X	2186855	2187741	+	887	1	0	5	0	2	1	2	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0024984	X	2187820	2188919	+	1100	1	0	24	1	0	2	0	0	0	0	0	0	2	3	2	0	4	4	2	3	0	0	0	0
FBgn0023549	X	2189188	2205373	+	16186	687	650	2325	578	1006	2564	1289	1096	997	1514	2696	1331	919	12	625	201	292	391	173	1212	182	180	263	255
FBgn0029606	X	2223754	2224969	+	1216	0	0	3	1	2	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	2	0
FBgn0003048	X	2225296	2238045	+	12750	500	150	868	234	375	695	591	456	421	627	961	1033	1598	84	575	1442	3560	1899	1930	2056	2289	1478	2545	2904
FBgn0000810	X	2242138	2246041	+	3904	137	46	331	68	119	172	179	125	114	215	260	308	322	21	91	182	441	188	246	207	181	132	328	275
FBgn0023523	X	2246231	2247567	+	1337	1	0	1	2	1	3	5	2	0	1	3	3	5	0	5	8	6	5	9	4	1	2	5	3
FBgn0023527	X	2262837	2264825	+	1989	260	91	342	220	252	367	519	408	177	270	353	675	1040	72	364	560	976	413	649	497	226	225	389	406
FBgn0040391	X	2327128	2328941	+	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053218	X	2330159	2330826	+	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003079	X	2295466	2343870	+	48405	195	64	213	54	90	121	162	98	96	150	180	337	399	35	148	240	619	299	352	290	250	203	366	339
FBgn0003159	X	2344949	2366356	-	21408	30	21	196	14	34	38	63	45	54	127	87	99	237	89	66	126	416	162	212	386	73	49	115	74
FBgn0040389	X	2343997	2344649	-	653	221	65	151	148	96	157	199	146	110	131	229	296	513	113	180	201	432	207	331	189	155	137	306	289
FBgn0044047	X	2331493	2334658	-	3166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040392	X	2324748	2326217	-	1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023526	X	2278031	2293411	-	15381	617	96	368	120	294	558	368	247	206	346	618	623	525	125	166	270	751	529	387	609	574	460	716	662
FBgn0023529	X	2271008	2275068	-	4061	5886	2075	6609	2694	3784	6869	6652	5641	3453	5119	7944	9767	12793	1003	5010	5388	12483	5507	8224	6441	3791	2995	7269	6865
FBgn0023528	X	2264657	2270761	-	6105	166	59	309	88	111	242	233	134	167	219	296	283	688	46	210	412	918	403	499	404	329	259	436	414
FBgn0027296	X	2260207	2262515	-	2309	118	52	192	54	106	174	223	131	86	140	195	207	428	33	125	205	411	186	274	182	132	99	215	202
FBgn0023524	X	2254403	2259863	-	5461	1	0	0	0	1	1	1	1	0	0	1	1	7	0	2	3	3	2	2	5	0	0	2	2
FBgn0023525	X	2250145	2251993	-	1849	19	6	38	7	11	29	30	17	17	21	35	44	72	20	29	35	88	42	112	61	10	9	24	20
FBgn0000377	X	2247594	2249983	-	2390	256	84	302	145	151	286	327	209	157	276	342	449	720	67	278	376	846	360	529	354	259	233	435	371
FBgn0001330	X	2237858	2242035	-	4178	176	38	170	118	167	168	212	200	95	120	186	359	536	42	191	368	650	224	388	287	135	102	224	211
FBgn0004397	X	2214347	2222567	-	8221	1161	356	1306	437	807	1338	1446	1041	900	1360	1944	1967	4145	386	1231	2123	8956	7711	5446	5182	14529	11317	16007	16492
FBgn0023550	X	2201820	2203866	-	2047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029603	X	2191639	2193909	-	2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023542	X	2182818	2184668	-	1851	356	133	526	282	282	570	657	511	269	430	505	827	1279	86	492	798	1481	572	976	702	428	360	683	599
FBgn0023541	X	2173415	2175315	-	1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0005670	X	2159145	2162180	-	3036	5110	2667	10955	2235	4271	9520	11530	5360	5231	8281	12859	10355	6556	49	5456	745	1268	375	719	4186	103	307	345	212
FBgn0004655	X	2149936	2158983	-	9048	368	80	468	126	215	351	364	297	256	376	473	548	1029	97	392	746	1738	698	824	679	463	348	530	544
FBgn0013432	X	2148463	2149647	-	1185	290	71	220	148	110	211	281	199	145	153	257	439	568	70	197	218	514	234	361	264	231	210	348	344
FBgn0004861	X	2126210	2138371	-	12162	47	13	74	24	33	64	63	26	37	52	77	68	350	22	84	244	540	204	255	282	101	71	124	131
FBgn0004860	X	2115727	2123286	-	7560	49	11	52	25	22	68	56	25	33	52	74	72	304	25	87	232	537	217	283	226	148	106	199	190
FBgn0040394	X	2078343	2080405	-	2063	375	122	514	162	273	496	513	380	224	337	524	668	1294	129	430	567	1415	587	924	624	431	408	591	607
FBgn0040376	X	2580958	2583823	+	2866	1	2	5	0	3	5	3	1	0	1	8	4	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0040066	X	2585980	2588217	+	2238	164	62	222	120	144	198	239	241	99	172	193	411	1153	88	348	622	1454	627	954	505	404	378	690	572
FBgn0001404	X	2588503	2599111	+	10609	131	36	248	86	144	173	139	76	105	208	205	277	3166	272	799	2294	5865	2677	3129	2337	2682	2225	4437	4128
FBgn0040336	X	2619799	2622140	+	2342	269	94	331	279	174	301	382	319	254	338	540	544	534	20	289	157	376	155	183	478	146	123	192	164
FBgn0040333	X	2622069	2624575	-	2507	13	3	105	6	16	16	23	9	26	37	45	41	6	1	5	3	4	7	2	26	1	3	9	0
FBgn0040334	X	2617758	2619738	-	1981	106	36	137	41	52	130	131	105	79	118	216	153	402	28	123	213	553	246	339	246	216	159	342	304
FBgn0029629	X	2609247	2610336	-	1090	1171	422	1465	739	763	1631	1661	1144	810	1184	1714	2023	4320	382	1487	1823	4300	1783	2911	1774	1285	1406	2289	2026
FBgn0011566	X	2606680	2608876	-	2197	29	8	37	11	12	34	30	27	30	31	57	50	174	19	50	91	214	100	121	83	46	51	98	95
FBgn0011606	X	2599158	2604052	-	4895	92	33	389	30	69	70	110	93	76	202	205	264	1073	88	372	846	1874	699	986	574	266	224	478	371
FBgn0040375	X	2583745	2585699	-	1955	30	3	46	23	17	26	24	17	25	38	36	46	100	11	37	61	147	48	61	51	28	28	43	55
FBgn0040377	X	2579091	2580560	-	1470	5	1	14	9	1	7	5	4	6	4	12	1	50	7	23	23	88	24	83	28	8	1	9	4
FBgn0040388	X	2444167	2470043	-	25877	22	11	52	8	19	27	30	13	12	23	31	41	61	8	25	42	99	52	74	42	40	29	82	57
FBgn0003714	X	2442313	2443976	-	1664	344	63	262	233	174	250	302	233	142	204	314	454	832	133	311	304	625	247	454	314	226	193	411	308
FBgn0001150	X	2427113	2428967	-	1855	1	1	3	2	1	4	1	1	0	4	1	1	10	0	2	9	12	7	7	3	2	3	3	2
FBgn0052797	X	2424925	2425855	-	931	4	3	25	0	4	0	3	5	1	4	5	24	0	0	0	1	0	0	0	3	0	0	0	0
FBgn0040385	X	2409365	2410901	-	1537	0	1	1	0	0	0	1	0	0	0	0	0	15	2	0	0	11	5	6	1	0	0	0	3
FBgn0003371	X	2633952	2679553	+	45602	1362	367	1948	627	731	1656	1345	954	853	1431	2109	2004	3167	326	957	1950	5419	3007	3117	2929	3954	3054	4923	5350
FBgn0003068	X	2685580	2692780	+	7201	9	0	11	1	3	4	6	6	4	5	14	13	10	0	2	5	9	6	8	9	0	1	1	1
FBgn0024993	X	2698701	2701033	+	2333	32	8	98	8	16	13	28	27	22	47	62	90	90	19	22	45	103	33	68	43	19	19	30	25
FBgn0024996	X	2704571	2706217	+	1647	347	126	443	192	223	411	440	379	215	332	478	573	1241	154	412	521	1237	524	862	522	469	410	775	710
FBgn0024997	X	2708684	2711668	+	2985	9	0	9	2	3	8	1	6	1	13	5	5	29	23	11	18	26	47	13	156	5	2	7	2
FBgn0024991	X	2714079	2717654	+	3576	78	28	204	34	52	79	98	74	65	114	149	177	352	30	108	185	433	158	245	222	56	62	114	97
FBgn0000928	X	2720468	2724158	+	3691	48	13	80	36	17	14	49	29	21	40	64	98	44	5	23	63	78	42	31	44	12	13	20	12
FBgn0000927	X	2724286	2726577	+	2292	2	0	1	1	1	1	0	0	0	1	1	7	2	2	1	2	0	1	0	1	1	0	0	0
FBgn0000520	X	2727698	2730042	+	2345	61	19	108	31	33	107	78	62	44	64	101	100	256	47	86	126	304	123	164	122	84	70	105	105
FBgn0024975	X	2732469	2734402	+	1934	18	5	53	18	18	17	23	20	20	37	37	43	108	11	36	52	132	51	83	47	37	21	46	46
FBgn0040356	X	2809881	2810846	+	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003996	X	2790599	2796466	-	5868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040384	X	2782906	2790567	-	7662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024980	X	2739089	2744076	-	4988	29	11	72	24	29	49	40	19	32	35	84	66	99	18	53	41	69	36	41	64	32	21	40	27
FBgn0000376	X	2734248	2738773	-	4526	39	13	80	24	48	56	56	46	27	65	73	91	224	9	93	131	364	134	180	167	87	60	108	106
FBgn0024973	X	2717638	2720327	-	2690	320	93	468	183	211	371	419	316	180	324	444	545	843	106	296	341	772	336	453	400	263	246	351	318
FBgn0024998	X	2711756	2713960	-	2205	146	46	230	65	110	150	164	117	96	125	172	267	381	55	136	219	462	201	294	209	127	127	242	220
FBgn0024995	X	2706151	2707427	-	1277	8	3	30	15	12	18	7	67	7	24	9	14	34	168	12	25	85	34	14	20	4	0	89	1
FBgn0024994	X	2701124	2703852	-	2729	121	55	215	43	97	219	233	150	117	174	351	217	1126	77	370	651	1502	603	959	646	346	230	544	514
FBgn0024992	X	2694392	2698211	-	3820	368	103	446	254	178	296	417	296	200	368	448	640	937	146	316	470	1212	617	803	584	510	455	719	638
FBgn0000092	X	2692732	2693886	-	1155	3	1	0	1	0	3	3	4	1	1	0	1	7	3	2	2	3	1	3	5	0	2	2	4
FBgn0025838	X	2681987	2682932	-	946	6	3	60	1	3	5	13	10	7	10	19	19	0	3	0	0	0	1	0	16	0	0	6	0
FBgn0011276	X	2680199	2681723	-	1525	2	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	3	0	1	0	0	0
FBgn0004647	X	3134870	3172221	+	37352	57	9	115	16	39	27	42	40	18	70	85	137	5269	407	1479	4261	9704	2969	3998	3097	393	341	499	458
FBgn0040396	X	3175018	3176223	+	1206	158	64	318	68	109	220	234	125	118	213	250	318	965	207	223	393	969	370	593	339	354	324	686	567
FBgn0000479	X	3176440	3343767	+	167328	126	29	85	40	67	118	138	48	45	110	130	134	731	310	182	279	833	542	567	1151	419	184	378	395
FBgn0002933	X	3242412	3242934	+	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003374	X	3250089	3251040	+	952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029660	X	3460592	3462500	+	1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029662	X	3465737	3474524	-	8788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029661	X	3462474	3464044	-	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029659	X	3459016	3460240	-	1225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029658	X	3434943	3435807	-	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052493	X	3427452	3427523	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029657	X	3387944	3448943	-	61000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029656	X	3314744	3316402	-	1659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003086	X	3248600	3249289	-	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0010296	X	3243954	3244220	-	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0010295	X	3241491	3242084	-	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0010294	X	3240026	3240571	-	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040393	X	3236130	3236686	-	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000644	X	3173376	3174474	-	1099	1	1	0	3	1	3	0	0	1	2	1	1	18	5	9	15	33	17	10	17	8	4	12	9
FBgn0028746	X	3172268	3173140	-	873	91	39	209	34	73	132	165	84	104	145	167	182	256	47	68	90	189	110	114	124	94	69	145	144
FBgn0040355	X	2890768	2894232	+	3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052793	X	2929796	2932626	+	2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029642	X	2935127	2935966	+	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025645	X	2937027	2938073	+	1047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029643	X	2938856	2940527	+	1672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029644	X	2941408	2942329	+	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029645	X	2943386	2944569	+	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029646	X	2945403	2946589	+	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029647	X	2947094	2947580	+	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029648	X	2948034	2949120	+	1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028369	X	2740384	3134532	+	394149	151	281	697	24	233	681	307	91	326	1458	206	173	244	1289	171	223	500	189	201	478	198	1080	250	379
FBgn0029649	X	3066615	3067562	-	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003285	X	2950399	2973834	-	23436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025644	X	2925884	2927258	-	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029639	X	2885186	2885914	-	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040354	X	2882226	2883661	-	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040353	X	2875428	2876533	-	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040352	X	2871884	2872853	-	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029664	X	3482965	3484555	+	1591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029666	X	3485650	3490915	+	5266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029669	X	3514316	3515757	+	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052792	X	3557812	3572000	+	14189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0044046	X	3667621	3668845	+	1225	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023215	X	3671801	3701672	+	29872	470	179	910	223	491	878	723	324	361	717	1201	1422	942	62	283	1660	1901	1104	973	1236	747	511	903	1201
FBgn0015286	X	3704610	3719635	-	15026	291	101	502	113	225	421	389	201	277	414	545	503	1856	169	440	1054	2762	1958	1774	1522	2727	2345	4493	4326
FBgn0023216	X	3668837	3671502	-	2666	89	35	144	28	74	126	120	99	81	126	126	152	286	24	92	161	332	141	190	117	103	84	115	158
FBgn0029672	X	3571456	3573622	-	2167	174	67	193	91	147	187	265	187	133	158	212	389	552	37	161	290	600	208	335	230	138	125	221	204
FBgn0052791	X	3507245	3571649	-	64405	28	8	47	11	36	40	33	20	37	46	58	57	97	19	15	65	121	57	61	101	39	31	46	66
FBgn0029667	X	3491011	3504851	-	13841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029665	X	3484605	3485378	-	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029663	X	3476463	3482322	-	5860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052785	X	3819699	3819770	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025118	X	3827622	3827693	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028491	X	3868973	3880379	+	11407	6	2	37	8	10	18	12	42	10	47	9	24	80	356	5	94	66	336	12	1256	28	1	44	10
FBgn0029681	X	3884168	3890486	+	6319	3	43	56	0	3	3	3	3	89	129	2	0	11	0	2	0	0	3	0	3	2	6	0	2
FBgn0029686	X	3936517	3940582	+	4066	23	9	37	5	8	14	21	15	13	21	26	40	77	4	22	52	108	48	77	60	41	37	54	71
FBgn0052786	X	3940847	3944265	+	3419	0	0	13	1	1	4	0	0	0	6	3	5	0	0	0	0	0	0	0	2	0	0	1	0
FBgn0052783	X	3945043	3948460	+	3418	3	0	7	3	2	1	2	0	4	5	8	13	3	0	1	1	3	2	0	3	0	0	0	1
FBgn0029687	X	3948975	3955442	+	6468	1756	704	2624	680	1317	2351	2374	1355	1464	2128	3222	3286	6052	666	1608	2776	6545	3191	3834	3113	3126	2382	4689	4174
FBgn0029690	X	3968788	3971350	-	2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0029689	X	3965435	3968655	-	3221	84	34	131	49	80	246	149	72	79	120	134	146	311	33	93	193	441	240	226	191	211	238	332	362
FBgn0029688	X	3955543	3965327	-	9785	3005	1002	3749	1088	1882	3490	3183	2903	2089	2932	4772	4459	5138	380	2035	2436	5799	2533	3465	3326	2077	1663	2996	2953
FBgn0029685	X	3932000	3936469	-	4470	95	34	163	51	63	113	179	88	84	135	210	196	642	48	166	475	1086	653	623	563	818	637	1083	1135
FBgn0019661	X	3857230	3862697	-	5468	1516	475	2028	485	1010	1883	1824	865	888	2278	3038	2909	4841	504	1120	2572	3962	3003	2231	3060	2209	1333	3016	2651
FBgn0029694	X	4101318	4102995	+	1678	23	8	50	5	8	7	31	11	11	24	29	69	1	4	0	0	1	0	0	12	0	0	13	2
FBgn0000221	X	4104342	4105791	+	1450	30	9	50	17	22	44	37	26	15	31	44	63	149	9	40	67	157	72	91	68	41	31	66	51
FBgn0026084	X	4106113	4110981	+	4869	81	34	187	32	61	157	204	83	98	223	287	177	6703	829	1498	4725	16112	11311	9610	6630	16999	14181	22266	20894
FBgn0026085	X	4113701	4114929	+	1229	5	2	27	3	7	4	10	5	7	11	14	20	122	17	47	85	193	77	136	57	30	43	47	49
FBgn0026083	X	4117020	4130016	+	12997	1261	387	1668	590	912	1410	1323	989	920	1301	1921	2080	4508	340	1542	3454	8189	2833	3598	3286	1902	1239	2191	2245
FBgn0066114	X	4131211	4132833	+	1623	89	24	141	44	55	142	123	74	68	99	153	135	354	30	112	172	400	195	270	214	161	152	263	243
FBgn0029697	X	4218170	4223331	+	5162	4	90	223	0	0	0	178	0	1	182	352	3	6	7	135	5	1	10	12	6	1	8	2	3
FBgn0029701	X	4266097	4266669	+	573	5	2	27	0	5	7	4	2	7	8	6	13	0	0	0	0	0	0	0	4	0	0	3	0
FBgn0029702	X	4268701	4271083	+	2383	46	14	231	11	27	19	52	30	40	100	92	127	2	7	1	0	0	0	0	41	1	0	34	2
FBgn0029706	X	4366417	4371136	+	4720	237	68	291	135	135	289	286	227	178	235	372	404	460	19	193	263	553	243	283	267	201	175	259	297
FBgn0029707	X	4380758	4382466	+	1709	2	1	2	0	3	0	2	1	0	2	0	2	1	0	0	2	0	0	0	0	0	1	0	0
FBgn0029705	X	4327080	4329457	-	2378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040907	X	4321764	4322231	-	468	95	22	76	46	40	102	125	37	56	65	89	135	366	68	88	121	260	135	147	105	82	101	176	174
